Age Group,Gender,Nationality,Employment Status,Monthly Income,Hotel Stay Frequency,Stay Duration,Purpose of Travel,Preferred Room Type,Booking Channel,Services Used,Spa Rating,Dining Rating,Room Service Rating,Cleanliness Rating,Preferred Bundles,Service Time,In Loyalty Program,Loyalty Tier,Reward Redemption Frequency,Overall Experience Rating,Would Recommend,Comfort Spend Range,Willing to Try Offers,Issues Faced
26–35,Female,Bangladesh,Self-Employed,51K–75K,3–5,3–5,Leisure,Deluxe,OTA,"Restaurant, Room Service, Airport Pickup, Spa",3,4,3,4,Wellness Package,Morning,No,None,Rarely,3,Definitely No,<₹2000,No,"Limited Wellness Services, High Prices, Delayed Check-in"
26–35,Male,Tuvalu,Employed,51K–75K,>10,1–2 days,Medical,Deluxe,OTA,"Gym, Airport Pickup, Spa",4,4,2,4,"Airport Pickup + Late Checkout, Gym + Breakfast",Evening,No,None,Sometimes,3,Probably No,₹5001–₹8000,No,Limited Wellness Services
>65,Male,Panama,Retired,76K–1L,3–5,3–5,Other,Standard,Hotel Website,"Room Service, Airport Pickup",5,2,3,3,Airport Pickup + Late Checkout,Evening,No,None,Frequently,3,Definitely Yes,₹5001–₹8000,Yes,
26–35,Female,Kiribati,Employed,25K–50K,6–10,6–10,Leisure,Budget,Agent,"Restaurant, Pool, Spa, Room Service",3,3,4,3,Spa + Dinner,Afternoon,No,None,Frequently,3,Probably Yes,₹2000–₹5000,Yes,
26–35,Female,Serbia,Employed,76K–1L,6–10,6–10,Business,Budget,OTA,"Room Service, Pool",3,3,4,3,"Gym + Breakfast, Airport Pickup + Late Checkout",Evening,No,None,Sometimes,4,Probably Yes,₹2000–₹5000,Yes,Lack of Cleanliness
36–50,Prefer not to say,Latvia,Employed,51K–75K,6–10,3–5,Leisure,Standard,OTA,"Pool, Room Service, Spa",4,3,4,3,Wellness Package,Late Night,Yes,Basic,Rarely,3,Probably Yes,<₹2000,Yes,
26–35,Male,Korea,Self-Employed,25K–50K,>10,1–2 days,Leisure,Deluxe,OTA,"Spa, Restaurant, Room Service",3,3,4,2,"Spa + Dinner, Gym + Breakfast",Evening,No,None,Rarely,5,Probably Yes,>₹12000,Yes,"High Prices, Limited Food Options, Delayed Check-in"
18–25,Female,Honduras,Student,51K–75K,3–5,3–5,Leisure,Standard,Agent,"Restaurant, Airport Pickup, Pool",3,3,4,3,"Wellness Package, Gym + Breakfast",Afternoon,No,None,Frequently,4,Definitely Yes,₹8001–₹12000,Yes,"Limited Wellness Services, Delayed Check-in"
18–25,Male,Kiribati,Self-Employed,76K–1L,1–2 times,3–5,Business,Deluxe,Hotel Website,"Room Service, Gym, Spa",4,4,4,2,Airport Pickup + Late Checkout,Afternoon,Yes,Silver,Rarely,2,Definitely Yes,₹2000–₹5000,Yes,"Delayed Check-in, Limited Food Options, High Prices"
18–25,Male,United States Virgin Islands,Employed,25K–50K,6–10,>10,Business,Standard,Hotel Website,"Pool, Gym, Airport Pickup",4,2,3,5,"Gym + Breakfast, Spa + Dinner",Evening,No,None,Sometimes,4,Probably No,>₹12000,Yes,"High Prices, Delayed Check-in"
18–25,Female,Japan,Self-Employed,25K–50K,6–10,3–5,Leisure,Budget,Hotel Website,Spa,4,5,4,4,Gym + Breakfast,Morning,Yes,Silver,Sometimes,3,Definitely Yes,₹5001–₹8000,Yes,High Prices
18–25,Female,Bouvet Island (Bouvetoya),Retired,>1L,3–5,3–5,Leisure,Budget,Agent,"Gym, Spa",5,4,3,4,"Airport Pickup + Late Checkout, Wellness Package",Evening,No,None,Sometimes,5,Probably Yes,₹8001–₹12000,Yes,Lack of Cleanliness
36–50,Prefer not to say,Bahamas,Retired,25K–50K,1–2 times,3–5,Leisure,Deluxe,OTA,Restaurant,4,3,4,4,Gym + Breakfast,Late Night,No,None,Sometimes,3,Probably Yes,₹5001–₹8000,Yes,"Delayed Check-in, Poor Staff Behavior"
26–35,Male,Tajikistan,Employed,51K–75K,3–5,1–2 days,Leisure,Deluxe,OTA,"Room Service, Restaurant",4,4,4,4,"Gym + Breakfast, Airport Pickup + Late Checkout",Evening,No,None,Frequently,3,Probably Yes,₹8001–₹12000,No,
26–35,Male,Seychelles,Employed,51K–75K,3–5,>10,Medical,Deluxe,Agent,"Room Service, Pool, Spa, Gym",4,2,5,5,Airport Pickup + Late Checkout,Afternoon,Yes,Basic,Rarely,5,Probably Yes,₹2000–₹5000,Yes,High Prices
51–65,Female,Cameroon,Employed,51K–75K,3–5,3–5,Leisure,Budget,Hotel Website,"Restaurant, Airport Pickup, Pool, Room Service",4,3,2,3,Wellness Package,Afternoon,Yes,Gold,Sometimes,2,Probably No,₹5001–₹8000,Yes,"Poor Staff Behavior, Delayed Check-in"
26–35,Female,Jordan,Self-Employed,51K–75K,3–5,3–5,Business,Suite,Hotel Website,"Gym, Airport Pickup",4,3,4,4,Wellness Package,Late Night,No,None,Frequently,3,Probably Yes,₹8001–₹12000,Yes,
36–50,Male,Suriname,Employed,25K–50K,6–10,3–5,Business,Standard,Hotel Website,"Spa, Restaurant, Airport Pickup, Pool",3,5,5,4,Gym + Breakfast,Evening,Yes,Basic,Frequently,4,Probably No,<₹2000,No,"Limited Food Options, Poor Staff Behavior"
26–35,Male,British Virgin Islands,Employed,51K–75K,1–2 times,3–5,Business,Budget,OTA,"Airport Pickup, Gym, Restaurant, Room Service",4,3,4,2,"Spa + Dinner, Gym + Breakfast",Afternoon,Yes,Gold,Sometimes,3,Not Sure,₹2000–₹5000,Yes,Lack of Cleanliness
26–35,Male,Belgium,Employed,25K–50K,3–5,3–5,Other,Suite,Hotel Website,"Gym, Room Service, Restaurant, Spa",5,4,4,5,Wellness Package,Afternoon,No,None,Sometimes,2,Definitely Yes,₹2000–₹5000,No,Limited Food Options
18–25,Female,Kuwait,Employed,51K–75K,3–5,6–10,Leisure,Standard,Hotel Website,Room Service,2,3,4,4,Spa + Dinner,Evening,No,None,Frequently,4,Probably Yes,₹2000–₹5000,No,"Limited Food Options, Delayed Check-in, Poor Staff Behavior"
26–35,Male,Ethiopia,Self-Employed,25K–50K,1–2 times,1–2 days,Leisure,Deluxe,OTA,Spa,4,4,5,4,Gym + Breakfast,Afternoon,Yes,Gold,Sometimes,3,Probably Yes,₹2000–₹5000,Yes,"Poor Staff Behavior, Limited Food Options"
26–35,Male,Argentina,Student,51K–75K,6–10,3–5,Leisure,Budget,Hotel Website,"Restaurant, Spa, Pool",3,5,3,5,Wellness Package,Morning,Yes,Platinum,Sometimes,3,Not Sure,₹5001–₹8000,Yes,
26–35,Male,Comoros,Self-Employed,25K–50K,>10,1–2 days,Leisure,Standard,Agent,"Room Service, Pool",3,4,2,4,"Airport Pickup + Late Checkout, Wellness Package",Afternoon,Yes,Platinum,Rarely,5,Definitely Yes,₹2000–₹5000,Yes,Delayed Check-in
18–25,Male,Swaziland,Employed,25K–50K,3–5,3–5,Medical,Suite,OTA,"Airport Pickup, Pool, Room Service, Restaurant",4,3,3,4,Airport Pickup + Late Checkout,Afternoon,Yes,Gold,Rarely,4,Not Sure,₹2000–₹5000,Yes,"High Prices, Limited Food Options, Lack of Cleanliness"
18–25,Male,Honduras,Student,25K–50K,6–10,1–2 days,Leisure,Standard,OTA,"Room Service, Gym",4,4,2,4,"Gym + Breakfast, Spa + Dinner",Afternoon,Yes,Silver,Sometimes,3,Probably Yes,>₹12000,Yes,"Limited Food Options, High Prices, Delayed Check-in"
26–35,Female,Georgia,Employed,25K–50K,6–10,3–5,Business,Deluxe,OTA,"Gym, Pool, Spa",3,4,4,2,Spa + Dinner,Afternoon,No,None,Sometimes,4,Definitely Yes,₹5001–₹8000,Yes,
26–35,Male,Hong Kong,Student,76K–1L,6–10,6–10,Business,Budget,Hotel Website,"Spa, Restaurant, Room Service",2,4,4,3,"Spa + Dinner, Airport Pickup + Late Checkout",Morning,No,None,Sometimes,3,Definitely Yes,₹2000–₹5000,No,Lack of Cleanliness
26–35,Female,Bouvet Island (Bouvetoya),Employed,25K–50K,1–2 times,6–10,Leisure,Deluxe,OTA,"Restaurant, Room Service, Airport Pickup, Spa",3,4,3,4,"Spa + Dinner, Airport Pickup + Late Checkout",Evening,No,None,Rarely,3,Definitely Yes,₹2000–₹5000,Yes,"Lack of Cleanliness, Limited Wellness Services, Delayed Check-in"
26–35,Male,Morocco,Self-Employed,>1L,>10,3–5,Other,Standard,Hotel Website,"Room Service, Pool, Spa",4,4,3,4,"Wellness Package, Airport Pickup + Late Checkout",Evening,Yes,Basic,Frequently,4,Not Sure,₹8001–₹12000,Yes,
36–50,Female,Kazakhstan,Student,>1L,3–5,3–5,Leisure,Standard,Agent,"Room Service, Spa, Pool, Gym",1,3,3,4,"Airport Pickup + Late Checkout, Spa + Dinner",Morning,No,None,Sometimes,3,Definitely Yes,₹8001–₹12000,Yes,
18–25,Female,Bhutan,Retired,51K–75K,3–5,1–2 days,Medical,Standard,OTA,"Spa, Airport Pickup, Room Service",4,4,4,3,Spa + Dinner,Late Night,No,None,Sometimes,4,Definitely Yes,₹2000–₹5000,Yes,"Poor Staff Behavior, Delayed Check-in"
36–50,Female,Tokelau,Student,25K–50K,1–2 times,3–5,Leisure,Budget,Agent,"Restaurant, Gym, Spa",4,3,4,2,"Spa + Dinner, Airport Pickup + Late Checkout",Afternoon,No,None,Frequently,3,Definitely Yes,>₹12000,No,"High Prices, Delayed Check-in"
36–50,Female,Kiribati,Employed,25K–50K,3–5,6–10,Business,Suite,Walk-in,"Pool, Gym, Airport Pickup, Restaurant",5,3,4,4,"Gym + Breakfast, Wellness Package",Morning,Yes,Silver,Rarely,3,Definitely Yes,₹8001–₹12000,Yes,Limited Wellness Services
18–25,Male,Kiribati,Self-Employed,76K–1L,1–2 times,1–2 days,Business,Standard,OTA,"Room Service, Pool, Gym",3,3,3,5,"Airport Pickup + Late Checkout, Gym + Breakfast",Afternoon,No,None,Sometimes,3,Probably Yes,₹8001–₹12000,No,"Delayed Check-in, Limited Wellness Services, Lack of Cleanliness"
51–65,Male,Czech Republic,Employed,25K–50K,1–2 times,3–5,Business,Standard,OTA,"Spa, Restaurant, Pool",2,3,4,4,Gym + Breakfast,Evening,Yes,Gold,Sometimes,3,Definitely Yes,₹2000–₹5000,Yes,"Delayed Check-in, Limited Food Options, Limited Wellness Services"
51–65,Female,Sao Tome and Principe,Employed,<25K,3–5,6–10,Leisure,Standard,Walk-in,"Airport Pickup, Room Service, Gym",4,2,4,3,Gym + Breakfast,Afternoon,No,None,Sometimes,4,Probably Yes,₹2000–₹5000,No,"Poor Staff Behavior, High Prices"
18–25,Prefer not to say,Botswana,Employed,51K–75K,6–10,6–10,Business,Standard,Walk-in,"Spa, Airport Pickup",5,4,3,4,Airport Pickup + Late Checkout,Morning,Yes,Gold,Sometimes,3,Probably Yes,₹2000–₹5000,Yes,Limited Food Options
26–35,Female,Norfolk Island,Employed,76K–1L,6–10,1–2 days,Leisure,Deluxe,OTA,Airport Pickup,4,1,5,5,"Gym + Breakfast, Wellness Package",Evening,No,None,Rarely,5,Probably No,<₹2000,No,"Poor Staff Behavior, High Prices, Lack of Cleanliness"
36–50,Female,Saint Vincent and the Grenadines,Retired,76K–1L,3–5,3–5,Leisure,Suite,OTA,"Room Service, Gym",3,5,2,4,"Wellness Package, Spa + Dinner",Evening,No,None,Sometimes,3,Definitely No,<₹2000,No,
36–50,Female,Japan,Employed,25K–50K,6–10,1–2 days,Leisure,Standard,OTA,"Spa, Restaurant, Pool",4,5,3,2,"Gym + Breakfast, Spa + Dinner",Evening,Yes,Gold,Rarely,4,Definitely No,₹2000–₹5000,No,
26–35,Male,Monaco,Self-Employed,51K–75K,6–10,1–2 days,Business,Deluxe,Walk-in,Spa,3,3,4,3,"Wellness Package, Airport Pickup + Late Checkout",Evening,Yes,Platinum,Rarely,4,Definitely Yes,₹8001–₹12000,Yes,
26–35,Male,Israel,Retired,25K–50K,6–10,>10,Leisure,Standard,OTA,"Restaurant, Gym",3,4,3,4,Wellness Package,Late Night,Yes,Gold,Frequently,5,Probably No,<₹2000,Yes,
26–35,Female,Guatemala,Employed,25K–50K,1–2 times,6–10,Leisure,Budget,Hotel Website,"Spa, Gym",4,4,4,2,"Airport Pickup + Late Checkout, Spa + Dinner",Morning,Yes,Silver,Sometimes,3,Definitely No,<₹2000,Yes,"Limited Food Options, High Prices"
26–35,Female,Palestinian Territory,Unemployed,76K–1L,6–10,6–10,Leisure,Deluxe,Agent,"Restaurant, Room Service",3,3,4,4,Airport Pickup + Late Checkout,Morning,Yes,Silver,Frequently,4,Probably Yes,>₹12000,No,Limited Food Options
36–50,Male,Peru,Employed,25K–50K,>10,1–2 days,Medical,Standard,OTA,"Gym, Pool, Spa, Room Service",3,4,3,4,"Airport Pickup + Late Checkout, Spa + Dinner",Late Night,No,None,Sometimes,4,Probably Yes,<₹2000,Yes,
26–35,Female,Jamaica,Unemployed,25K–50K,6–10,6–10,Business,Deluxe,Hotel Website,"Airport Pickup, Gym, Restaurant",3,3,3,5,"Gym + Breakfast, Spa + Dinner",Evening,Yes,Platinum,Sometimes,4,Definitely Yes,₹5001–₹8000,No,
26–35,Male,Grenada,Student,<25K,3–5,3–5,Medical,Deluxe,OTA,"Spa, Gym, Room Service",2,3,3,5,"Spa + Dinner, Gym + Breakfast",Evening,Yes,Platinum,Frequently,3,Definitely Yes,₹5001–₹8000,Yes,"Limited Wellness Services, High Prices, Delayed Check-in"
36–50,Female,Cayman Islands,Self-Employed,76K–1L,3–5,3–5,Leisure,Standard,Agent,Pool,4,4,3,4,"Gym + Breakfast, Wellness Package",Morning,Yes,Silver,Frequently,3,Not Sure,>₹12000,Yes,"High Prices, Limited Wellness Services"
18–25,Male,Antigua and Barbuda,Employed,76K–1L,3–5,3–5,Leisure,Suite,OTA,"Room Service, Spa",4,2,5,2,Spa + Dinner,Morning,Yes,Platinum,Rarely,3,Definitely Yes,₹8001–₹12000,Yes,"Limited Wellness Services, High Prices, Poor Staff Behavior"
26–35,Male,Bosnia and Herzegovina,Employed,51K–75K,3–5,1–2 days,Leisure,Deluxe,Hotel Website,"Room Service, Pool, Spa",3,4,3,4,"Wellness Package, Gym + Breakfast",Morning,No,None,Frequently,3,Definitely No,₹5001–₹8000,Yes,"Limited Wellness Services, Lack of Cleanliness, High Prices"
36–50,Female,Ghana,Self-Employed,76K–1L,1–2 times,6–10,Leisure,Standard,Hotel Website,"Airport Pickup, Restaurant",2,4,4,4,Airport Pickup + Late Checkout,Afternoon,No,None,Rarely,4,Definitely Yes,>₹12000,Yes,"Limited Food Options, Delayed Check-in, High Prices"
51–65,Male,Heard Island and McDonald Islands,Self-Employed,25K–50K,3–5,3–5,Business,Deluxe,OTA,"Room Service, Pool, Restaurant",4,4,3,4,"Wellness Package, Airport Pickup + Late Checkout",Morning,No,None,Rarely,5,Probably No,₹5001–₹8000,Yes,
36–50,Female,Solomon Islands,Student,51K–75K,6–10,1–2 days,Leisure,Standard,OTA,"Restaurant, Spa",5,3,3,2,Wellness Package,Afternoon,Yes,Platinum,Sometimes,4,Definitely Yes,₹5001–₹8000,Yes,Delayed Check-in
36–50,Female,Uruguay,Employed,25K–50K,6–10,1–2 days,Leisure,Suite,OTA,"Restaurant, Airport Pickup, Spa",3,4,4,3,"Airport Pickup + Late Checkout, Gym + Breakfast",Evening,Yes,Platinum,Frequently,3,Definitely No,₹2000–₹5000,No,"Limited Food Options, High Prices"
18–25,Female,Pitcairn Islands,Self-Employed,<25K,1–2 times,1–2 days,Leisure,Deluxe,OTA,Room Service,3,3,4,3,Spa + Dinner,Morning,Yes,Basic,Frequently,3,Definitely Yes,₹5001–₹8000,Yes,
26–35,Male,Dominican Republic,Self-Employed,51K–75K,>10,1–2 days,Leisure,Budget,Agent,"Restaurant, Room Service",4,4,4,2,"Wellness Package, Gym + Breakfast",Morning,Yes,Basic,Rarely,4,Probably No,₹5001–₹8000,No,"Limited Food Options, Limited Wellness Services"
36–50,Male,Aruba,Unemployed,>1L,3–5,3–5,Other,Standard,Agent,"Gym, Pool, Spa",5,5,5,3,"Wellness Package, Airport Pickup + Late Checkout",Afternoon,Yes,Basic,Sometimes,3,Probably No,₹5001–₹8000,Yes,
26–35,Male,Lesotho,Self-Employed,<25K,6–10,6–10,Leisure,Deluxe,OTA,Airport Pickup,3,3,5,3,Spa + Dinner,Morning,No,None,Frequently,3,Definitely Yes,₹5001–₹8000,No,Delayed Check-in
26–35,Prefer not to say,Tunisia,Unemployed,25K–50K,6–10,1–2 days,Business,Budget,Hotel Website,Spa,2,4,4,5,Wellness Package,Morning,Yes,Silver,Rarely,3,Probably No,₹2000–₹5000,Yes,Limited Wellness Services
26–35,Female,Saudi Arabia,Self-Employed,25K–50K,6–10,1–2 days,Leisure,Budget,Hotel Website,"Pool, Spa, Airport Pickup",4,3,3,3,Spa + Dinner,Afternoon,Yes,Basic,Sometimes,3,Definitely Yes,₹2000–₹5000,Yes,"Poor Staff Behavior, High Prices"
18–25,Female,Christmas Island,Employed,25K–50K,>10,3–5,Leisure,Standard,Agent,"Pool, Room Service",4,4,4,5,Spa + Dinner,Afternoon,No,None,Sometimes,1,Definitely Yes,₹8001–₹12000,Yes,"Limited Wellness Services, Delayed Check-in, High Prices"
26–35,Female,Liberia,Employed,>1L,3–5,6–10,Leisure,Standard,OTA,"Restaurant, Airport Pickup, Gym, Spa",4,3,3,2,"Wellness Package, Gym + Breakfast",Evening,No,None,Rarely,2,Probably Yes,₹2000–₹5000,Yes,
26–35,Female,Malawi,Self-Employed,51K–75K,6–10,3–5,Leisure,Standard,OTA,Restaurant,3,5,4,3,"Wellness Package, Gym + Breakfast",Morning,Yes,Silver,Sometimes,3,Probably Yes,₹2000–₹5000,Yes,"Poor Staff Behavior, Limited Food Options"
26–35,Female,Trinidad and Tobago,Self-Employed,51K–75K,1–2 times,3–5,Medical,Standard,OTA,Airport Pickup,4,3,2,4,"Gym + Breakfast, Spa + Dinner",Evening,No,None,Rarely,4,Definitely Yes,₹5001–₹8000,No,"High Prices, Poor Staff Behavior, Limited Wellness Services"
18–25,Male,Vietnam,Student,76K–1L,6–10,3–5,Business,Budget,Hotel Website,"Pool, Airport Pickup, Restaurant",4,3,5,3,Spa + Dinner,Evening,No,None,Rarely,5,Definitely Yes,>₹12000,No,Limited Food Options
51–65,Female,Guinea-Bissau,Employed,25K–50K,6–10,1–2 days,Leisure,Deluxe,OTA,"Airport Pickup, Restaurant, Spa, Room Service",3,4,4,3,Wellness Package,Evening,Yes,Gold,Rarely,4,Probably Yes,<₹2000,Yes,
36–50,Male,Dominican Republic,Unemployed,51K–75K,6–10,1–2 days,Medical,Standard,OTA,"Restaurant, Pool, Airport Pickup, Gym",4,3,2,3,"Wellness Package, Airport Pickup + Late Checkout",Morning,Yes,Platinum,Sometimes,4,Not Sure,₹5001–₹8000,No,Poor Staff Behavior
36–50,Female,New Caledonia,Employed,51K–75K,3–5,6–10,Medical,Standard,OTA,"Room Service, Restaurant, Spa, Airport Pickup",2,4,3,3,"Gym + Breakfast, Airport Pickup + Late Checkout",Afternoon,Yes,Gold,Sometimes,4,Not Sure,<₹2000,Yes,
36–50,Female,Guyana,Employed,51K–75K,6–10,3–5,Leisure,Standard,Hotel Website,"Room Service, Airport Pickup, Spa",4,1,4,5,Wellness Package,Evening,No,None,Sometimes,4,Not Sure,₹2000–₹5000,Yes,"Poor Staff Behavior, Delayed Check-in, Limited Food Options"
26–35,Female,Dominican Republic,Employed,>1L,1–2 times,3–5,Medical,Standard,OTA,"Spa, Gym",3,4,4,4,Spa + Dinner,Late Night,Yes,Gold,Sometimes,4,Probably Yes,₹2000–₹5000,Yes,
18–25,Male,New Zealand,Employed,76K–1L,1–2 times,6–10,Business,Budget,OTA,Spa,3,3,2,4,"Gym + Breakfast, Wellness Package",Late Night,No,None,Rarely,4,Definitely Yes,₹5001–₹8000,No,"High Prices, Lack of Cleanliness, Delayed Check-in"
36–50,Male,Venezuela,Employed,25K–50K,6–10,3–5,Medical,Budget,OTA,"Airport Pickup, Pool, Spa",3,3,4,4,"Wellness Package, Gym + Breakfast",Afternoon,No,None,Frequently,2,Definitely Yes,₹8001–₹12000,Yes,
36–50,Male,Georgia,Employed,76K–1L,3–5,1–2 days,Leisure,Budget,OTA,"Spa, Gym, Room Service, Restaurant",4,3,2,4,"Airport Pickup + Late Checkout, Gym + Breakfast",Evening,Yes,Silver,Sometimes,4,Definitely Yes,₹2000–₹5000,No,"Delayed Check-in, Poor Staff Behavior"
36–50,Male,Gabon,Student,25K–50K,6–10,3–5,Business,Deluxe,Hotel Website,Spa,4,3,3,3,"Airport Pickup + Late Checkout, Wellness Package",Evening,Yes,Silver,Rarely,4,Probably Yes,₹8001–₹12000,Yes,Limited Wellness Services
26–35,Male,French Polynesia,Self-Employed,<25K,3–5,1–2 days,Business,Deluxe,OTA,Airport Pickup,4,3,4,3,"Spa + Dinner, Gym + Breakfast",Evening,Yes,Silver,Rarely,3,Probably Yes,₹5001–₹8000,No,
18–25,Female,Austria,Employed,25K–50K,1–2 times,1–2 days,Leisure,Deluxe,OTA,"Spa, Room Service, Airport Pickup, Gym",3,2,3,4,Airport Pickup + Late Checkout,Afternoon,Yes,Platinum,Rarely,3,Definitely Yes,₹2000–₹5000,No,
26–35,Female,United Kingdom,Retired,25K–50K,6–10,3–5,Business,Deluxe,Hotel Website,"Room Service, Gym, Airport Pickup, Restaurant",4,4,2,4,Airport Pickup + Late Checkout,Afternoon,No,None,Frequently,2,Definitely Yes,₹5001–₹8000,No,High Prices
26–35,Male,Angola,Retired,51K–75K,3–5,6–10,Leisure,Deluxe,OTA,Spa,4,5,4,4,"Wellness Package, Gym + Breakfast",Morning,Yes,Gold,Sometimes,4,Definitely Yes,₹2000–₹5000,Yes,
36–50,Male,Antarctica (the territory South of 60 deg S),Employed,51K–75K,1–2 times,>10,Business,Standard,OTA,Airport Pickup,3,4,3,3,"Airport Pickup + Late Checkout, Wellness Package",Afternoon,Yes,Silver,Sometimes,4,Definitely No,₹2000–₹5000,Yes,Delayed Check-in
36–50,Male,Sierra Leone,Self-Employed,>1L,6–10,3–5,Business,Deluxe,Agent,"Restaurant, Spa",3,4,4,4,Airport Pickup + Late Checkout,Evening,Yes,Silver,Rarely,4,Probably Yes,₹8001–₹12000,Yes,"Delayed Check-in, Limited Food Options, Poor Staff Behavior"
26–35,Female,Vietnam,Employed,51K–75K,3–5,1–2 days,Leisure,Budget,OTA,"Gym, Room Service",3,4,3,3,Spa + Dinner,Late Night,Yes,Platinum,Sometimes,4,Probably Yes,₹8001–₹12000,Yes,"Poor Staff Behavior, Limited Food Options"
>65,Female,Saint Pierre and Miquelon,Retired,51K–75K,3–5,1–2 days,Leisure,Deluxe,OTA,"Spa, Pool, Gym",4,4,3,4,"Wellness Package, Gym + Breakfast",Evening,Yes,Gold,Frequently,3,Not Sure,₹8001–₹12000,No,"Limited Wellness Services, High Prices"
36–50,Female,Brazil,Employed,<25K,3–5,6–10,Leisure,Deluxe,OTA,Pool,3,5,2,3,Airport Pickup + Late Checkout,Afternoon,Yes,Silver,Rarely,5,Definitely Yes,₹2000–₹5000,Yes,Poor Staff Behavior
26–35,Female,Hong Kong,Self-Employed,<25K,6–10,3–5,Leisure,Standard,OTA,"Airport Pickup, Gym",3,3,4,3,Airport Pickup + Late Checkout,Evening,No,None,Sometimes,4,Not Sure,₹2000–₹5000,Yes,"High Prices, Poor Staff Behavior"
18–25,Prefer not to say,Jamaica,Self-Employed,51K–75K,6–10,3–5,Medical,Standard,Hotel Website,Gym,5,3,3,5,"Airport Pickup + Late Checkout, Gym + Breakfast",Afternoon,Yes,Silver,Frequently,4,Definitely Yes,₹8001–₹12000,Yes,Lack of Cleanliness
18–25,Female,Nigeria,Employed,51K–75K,6–10,6–10,Leisure,Standard,Hotel Website,"Gym, Spa, Airport Pickup, Restaurant",4,4,3,4,"Wellness Package, Gym + Breakfast",Evening,Yes,Gold,Sometimes,5,Not Sure,₹2000–₹5000,Yes,"Limited Wellness Services, Poor Staff Behavior"
